,album,song,words,types,song_sentiment,song_magnitude,sentences
0,The College Dropout,We Don't Care,"[{'man': 10, 'money': 7, 'hands': 4, 'sing.': 1, 'doe': 1, 'people': 10, 'drug dealin': 4, 'kids': 3, 'scholarship': 2, 'sky': 4, 'joke': 4, 'song': 2, 'sky high': 1, 'somethin': 1, 'ass': 2, 'tapes': 1, 'niggas': 2, 'nothin': 2, 'cause': 2, 'dopeman': 1, 'shorty': 1, 'flickin': 1, 'starter coats': 1, 'work.': 1, 'job': 2, 'nigga': 2, 'work': 1, 'cop work': 1, 'verse': 1, 'weight': 1, 'drug game bulimic': 1, 'house': 1, 'dude house': 1, 'dogs': 1, 'makeup': 1, 'everybody': 1, 'layaway': 1, 'shit': 1, 'income tax': 1, 'community colleges': 1, 'hood': 1, 'trey': 1, 'ambition': 1, 'tuition': 1, 'home': 1, 'loans': 1, 'crack': 1, 'rap': 1, 'momma': 2, 'eyes': 1, 'scratchin': 1, 'lottery tickets': 1, 'packs': 1, 'car': 1, 'bakin': 1, 'wheelchair': 1, 'chromie wheels': 1, 'teachers': 1, 'questions': 1, 'blow': 1, 'park': 1, 'weed': 1, 'rocks': 1, 'way': 1, 'retards': 1, 'class': 1, 'welfare': 1, 'school bus': 1, 'space': 1, 'lights out': 1, 'jacob': 1, 'cash': 1, 'fathers': 1, 'hammers': 1, 'ambulance': 1, 'world': 1, 'school': 1, 'some': 1, 'no one': 1, 'fool': 1, 'programs': 1, '$6.55': 1, '25': 4, '5': 1, '50': 1, 'one': 1, '9': 1, '6.55': 1, '12': 1}]","[{'person': 35, 'other': 77, 'location': 9, 'work_of_art': 3, 'consumer_good': 2, 'organization': 2, 'price': 1, 'number': 10}]",-0.4000000059604645,33.599998474121094,"[{""oh yeah, i've got the perfect song for the kids to sing. and all my people that's.... . . drug dealin' just to get by."": 0.4000000059604645, ""stack ya' money 'til it get sky high."": -0.30000001192092896, ""we wasn't s'posed to make it past 25."": -0.6000000238418579, ""joke's on you, we still alive."": -0.699999988079071, 'throw your hands up in the sky and say:. ""we don\'t care what people say"". . . if this is your first time hearin\' this.': -0.800000011920929, ""you are about to experience somethin' so cold, man."": -0.699999988079071, ""we never had nothin' handed, took nothin' for granted."": -0.30000001192092896, ""took nothin' from no man, man, i'm my own man."": 0.0, 'but as a shorty i looked up to the dopeman.': 0.0, ""only adult man i knew that wasn't broke, man."": 0.10000000149011612, ""flickin' starter coats, man."": 0.20000000298023224, ""man, you don't know, man."": -0.5, ""we don't care what people say."": -0.6000000238418579, 'this is for my niggas outside all winter.': 0.10000000149011612, '\'cause this summer they ain\'t finna say: ""next summer i\'m finna"".': -0.10000000149011612, ""sittin' in the hood like community colleges."": 0.0, ""this dope money here is lil' trey's scholarship."": 0.4000000059604645, ""'cause ain't no tuition for having no ambition."": -0.5, ""and ain't no loans for sittin' your ass at home."": -0.8999999761581421, 'so we forced to sell crack, rap, and get a job.': -0.5, ""you gotta do somethin' man, your ass is grown. . . drug dealin' just to get by."": -0.8999999761581421, ""stack ya' money 'til it get sky high. . we wasn't s'posed to make it past 25."": -0.6000000238418579, 'throw your hands up in the sky and say:. ""we don\'t care what people say"". . . the second verse is for my dogs workin\' 9 to 5 that still hustle.': -0.699999988079071, ""'cause a nigga can't shine off $6.55. and everybody sellin' makeup, jacob's."": -0.5, 'and bootlegged tapes just to get they cake up.': -0.6000000238418579, 'we put shit on layaway, then come back.': -0.800000011920929, 'we claim other people kids on our income tax.': -0.4000000059604645, 'we take that money, cop work, then push packs to get paid.': -0.30000001192092896, ""and we don't care what people say."": -0.699999988079071, 'momma say she wanna move south.': -0.30000001192092896, ""scratchin' lottery tickets, eyes on a new house."": 0.0, ""'round the same time, doe ran up in dude house."": -0.4000000059604645, ""couldn't get a job, so since he couldn't get work. he figured he'd take work."": -0.699999988079071, ""the drug game bulimic, it's hard to get weight."": -0.6000000238418579, ""a nigga's money is homo, it's hard to get straight."": -0.699999988079071, 'but we gon\' keep bakin\' til the day we get cake. and ""we don\'t care what people say"". . . drug dealin\' just to get by.': -0.699999988079071, 'throw your hands up in the sky and say:. ""we don\'t care what people say"". . .': -0.800000011920929, ""you know the kids gon' act a fool."": -0.8999999761581421, 'when you stop the programs for after school.': -0.20000000298023224, ""and they dcfs, some of 'em dyslexic."": -0.30000001192092896, 'they favorite 50 cent song ""12 questions"".': 0.699999988079071, 'we scream: ""rocks, blow, weed, park"", see, now we smart.': 0.10000000149011612, ""we ain't retards, the way teachers thought."": -0.6000000238418579, 'hold up, hold fast, we make more cash.': 0.800000011920929, 'now tell my momma i belong in that slow class.': -0.699999988079071, 'sad enough we on welfare.': -0.800000011920929, 'they tryna put me on the school bus with the space for the wheelchair.': -0.5, ""i'm tryna get the car with the chromie wheels here."": -0.20000000298023224, ""they tryna cut our lights out like we don't live here."": -0.699999988079071, 'look what was handed us, fathers abandoned us.': -0.800000011920929, 'when we get them hammers, go on, call the ambulance.': 0.0, 'sometimes i feel no one in this world understands us.': -0.699999988079071, 'but ""we don\'t care what people say"".': -0.6000000238418579, ""my niggas. . . drug dealin' just to get by."": -0.4000000059604645, 'throw your hands up in the sky and say:. ""we don\'t care what people say""': -0.800000011920929}]"
15,The College Dropout,Last Call,"[{'kanye': 9, 'cause': 3, 'gap': 1, 'ass': 3, 'call': 3, 'glasses': 9, 'niggas': 5, 'glass': 8, 'benz': 3, 'one': 14, 'shit': 15, 'song': 3, 'beat': 6, 'man': 13, 'beats': 8, 'jerk': 1, 'harold': 1, 'heart': 4, 'person': 2, 'somebody': 1, 'songs': 5, 'relationships': 2, 'miracle whips': 2, 'jay-z': 4, 'dick head': 1, 'everybody': 3, 'roc': 1, 'a&r': 2, 'motherfucking room': 1, 'wall': 3, 'alcohol': 4, 'toast motherfucker': 1, ""roc-a-fella's"": 1, 'money': 2, 'nobody': 2, 'guy': 1, 'sky': 3, 'bun-b': 1, 'something': 3, 'quest': 1, 'west': 1, 'chain': 1, 'toast': 1, 'game': 2, 'sean paul': 1, 'air': 2, 'freeway': 1, 'sir': 2, 'tracks': 1, 'mom': 2, 'college dropout': 1, 'producer rapper': 1, 'pac': 1, 'world': 1, 'nigga': 6, 'fame.': 1, 'top': 1, 'goatee hair': 1, 'jean paul gaultier': 1, 'insects': 1, 'fans': 1, 'tribe': 1, 'feeling': 1, 'oooh': 1, 'navy': 1, 'banana republic': 1, 'sadie': 1, 'buzz': 1, 'jay': 3, 'suits': 2, 'dame': 7, 'people': 6, 'life': 3, 'truth': 2, 'response.': 2, 'kind': 1, 'cologne': 1, 'jessica rivera': 2, 'homies': 1, 'company': 3, 'hip hop': 2, 'deal': 7, ""muh'fucker"": 1, 'rudolph the red-nosed reindeer': 1, 'texas': 1, 'some': 1, 'card': 1, 'boy': 1, 'chorus': 2, 'motherfucker': 1, 'more': 3, 'beanie.': 1, 'louis vuitton': 3, 'source awards': 1, 'horse awards': 1, 'demo': 2, 'dreams': 1, 'tour': 2, 'cards': 1, 'session': 1, 'phone': 3, 'thing': 2, 'coulda': 1, 'dream killers': 1, 'dynasty album': 1, 'hip hop cause': 1, 'girl': 1, 'rhyme': 1, 'self-esteem': 1, 'arrogance': 1, 'steam': 1, 'gas': 1, 'desk': 1, 'compilation album': 1, 'don': 1, 'stars': 1, 'skies': 1, 'malls': 1, 'god': 1, 'muscle': 1, 'brains': 1, 'russell': 1, 'power': 1, 'hustle': 1, 'producers': 1, 'producer': 1, 'ghost production': 1, 'purse': 1, 'landlord cause': 1, 'album': 4, 'equipment': 1, 'dynasty.': 1, 'rapper': 2, 'hip': 1, 'production company': 1, 'jordans': 1, 'pelle': 1, 'technomarine': 1, 'work': 1, 'soul sound': 1, 'way': 2, 'mother': 1, 'yo': 1, 'bucket': 1, 'city': 3, 'beans': 2, 'drums': 2, 'dude': 2, 'studio': 1, 'kid': 2, 'no id': 1, 'id': 1, 'acts': 2, 'apartment': 2, 'names': 1, 'friends': 1, 'hiphop': 3, 'jersey': 2, 'bed': 2, 'baseline': 2, 'nothing': 1, 'rapper.': 1, 'lights': 1, 'rap': 3, 'chicago': 2, 'style': 1, 'xxplosive': 1, 'management': 1, 'resurgence': 1, 'level': 1, 'verse': 1, 'opinion': 1, ""i'ma"": 1, 'train': 1, 'home': 1, 'birthday': 1, 'spittin': 1, 'mentor': 1, 'id.': 1, 'd-dot': 1, 'sample': 1, 'everything': 2, 'capitol': 4, 'whatever': 4, 'room': 3, 'walls': 1, 'artists': 1, 'news': 1, 'u-haul': 1, 'matter': 1, 'fact': 1, 'zone': 1, 'bucket hat': 1, 'ooooooooooh': 1, 'face': 1, 'beat.': 1, 'cam': 2, '3h': 1, 'african american express': 1, 'heads': 2, 'change': 1, 'dick riders': 1, 'bunch': 2, 'nothin': 1, 'john meneilly': 2, 'song cause': 1, 'roc-a-fella': 2, 'hand': 1, 'jesus': 1, 'labels': 1, 'promotion': 1, 'guru': 1, 'single': 1, 'gold': 1, 'front': 1, 'relationship': 2, 'groups': 1, 'b': 2, 'thinking': 1, 'raps': 1, 'brick': 2, 'word': 2, 'ikea': 1, 'time': 1, 'studio sessions': 1, 'office': 1, 'umbrella': 1, 'table': 1, 'marketing schemes': 1, 'clothes': 1, 'dave lighty': 1, 'plaques': 1, 'price': 1, 'eyes': 2, 'track': 1, 'mayonnaise': 1, 'streets': 1, 'superstars': 1, 'show': 1, 'bout': 1, 'story': 1, 'sneakers': 1, 'line': 1, 'wack': 1, 'hit single': 1, 'blueprint': 1, 'kweli': 1, 'ones': 1, 'career': 1, 'course': 1, 'lenny': 1, 'classics': 1, 'izzo': 1, '2001': 2, '3': 3, 'ten': 1, '10': 1, '20,000': 1, '25 hundred': 1, 'seven': 1, 'eleven': 1, '25': 1, 'two': 2, '15': 1}]","[{'person': 111, 'other': 250, 'work_of_art': 21, 'consumer_good': 19, 'location': 25, 'organization': 10, 'event': 9, 'date': 1, 'number': 24}]",-0.10000000149011612,73.0999984741211,"[{'yo fuck you, kanye, first and foremost.': -0.800000011920929, 'for making me do this shit.': -0.6000000238418579, ""muh'fucker."": 0.20000000298023224, 'had to throw everybody out the motherfucking room.': -0.699999988079071, ""cause they don't fucking. . ."": -0.800000011920929, ""i'd like to propose a toast."": 0.0, 'i said toast motherfucker!. . . and i am. . and they ask me, they ask me, they ask me, i tell them. . raise your glasses, your glasses, your glasses to the sky and. . this is the last call for alcohol, for the. . so get your ass up off the wall. . . the all around the world digital underground pac.': -0.699999988079071, 'the rudolph the red-nosed reindeer of the roc.': 0.0, 'i take my chain, my 15 seconds of fame. and come back next year with the whole fucking game.': -0.800000011920929, ""ain't nobody expect kanye to end up on top."": -0.20000000298023224, ""they expected that college dropout to drop and then flop. then maybe he stop savin' all the good beats for himself."": -0.5, ""roc-a-fella's only niggas that helped."": 0.5, ""my money was thinner than sean paul's goatee hair."": -0.699999988079071, 'now jean paul gaultier cologne fill the air, here.': 0.10000000149011612, 'they say he bougie, he big-headed.': -0.30000001192092896, 'would you please stop talking about how my dick head is.': -0.8999999761581421, 'flow infectious, give me 10 seconds.': 0.5, ""i'll have a buzz bigger than insects in texas."": -0.20000000298023224, ""it's funny how wasn't nobody interested."": -0.4000000059604645, ""'til the night i almost killed myself in lexus. . . and i am. . and they ask me, they ask me, they ask me, i tell them. . raise your glasses, your glasses, your glasses to the sky and. . this is the last call for alcohol, for the. . so get your ass up off the wall. . . now was kanye the most overlooked?"": -0.800000011920929, 'yes sir.': 0.5, 'now is kanye the most overbooked?': -0.4000000059604645, 'though the fans want the feeling of a tribe called quest.': -0.10000000149011612, 'but all they got left is this guy called west.': -0.699999988079071, ""that'll take freeway, throw him on tracks with mos def. call him kwa-li or kwe-li, i put him on songs with jay-z."": -0.10000000149011612, ""i'm the gap like banana republic and old navy, and oooh."": -0.20000000298023224, 'it come out sweeter than old sadie.': 0.20000000298023224, 'nice as bun-b when i met him at the source awards.': 0.8999999761581421, 'girl he had with him - ass coulda won the horse awards.': -0.5, 'and i was almost famous, now everybody love kanye.': 0.6000000238418579, ""i'm almost raymond."": -0.20000000298023224, 'some say he arrogant.': -0.8999999761581421, ""can y'all blame him?."": -0.699999988079071, ""it was straight embarrassing how y'all played him."": -0.8999999761581421, ""last year shoppin my demo, i was tryin' to shine."": 0.0, ""every motherfucker told me that i couldn't rhyme."": -0.4000000059604645, 'now i could let these dream killers kill my self-esteem.': -0.20000000298023224, 'or use my arrogance as the steam to power my dreams.': -0.699999988079071, ""i use it as my gas, so they say that i'm gassed."": 0.0, ""but without it i'd be last, so i ought to laugh."": 0.5, ""so i don't listen to the suits behind the desk no more."": -0.699999988079071, ""you niggas wear suits cause you can't dress no more."": -0.4000000059604645, ""you can't say shit to kanye west no more."": -0.800000011920929, 'i rocked 20,000 people, i was just on tour, nigga.': 0.800000011920929, ""i'm kan, the louis vuitton don."": -0.10000000149011612, 'bought my mom a purse, now she louis vuitton mom.': 0.10000000149011612, ""i ain't play the hand i was dealt, i changed my cards."": -0.20000000298023224, 'i prayed to the skies and i changed my stars.': 0.20000000298023224, 'i went to the malls and i balled too hard.': -0.699999988079071, '""oh my god, is that a black card?"".': -0.30000001192092896, 'i turned around and replied, ""why yes.': 0.0, 'but i prefer the term african american express"".': -0.20000000298023224, 'brains, power, and muscle, like dame, puffy, and russell.': 0.0, ""your boy back on his hustle, you know what i've been up to."": 0.5, ""killin y'all niggas on that lyrical shit."": -0.800000011920929, 'mayonnaise-colored benz, i push miracle whips. . . and i am. . and they ask me, they ask me, they ask me, i tell them. . raise your glasses, your glasses, your glasses to the sky and. . this is the last call for alcohol, for the. . so get your ass up off the wall. . ""... last call for alcohol, for my niggas"". . . so this a&r over at roc-a-fella, named hip hop picked the ""truth"" beat for beanie. and i was in the session with him.': -0.699999988079071, 'i had my demo with me.': -0.10000000149011612, 'you know, like i always do.': 0.5, 'i play the songs, he\'s like ""who that spittin?""': 0.0, 'i\'m like ""it\'s me."" he\'s like ""oh, well okay."".': 0.6000000238418579, 'uhh, he started talkin to me on the phone, going back and forth.': -0.5, ""just askin me to send him beats, and i'm thinking he's trying to get into managing producers, cause he had this other kid named just blaze he was messin with. . so won't you raise your glass won't you."": -0.800000011920929, ""so won't you raise your glass won't you."": -0.10000000149011612, 'so won\'t you raise your glass won\'t you. . and um, he was friends with my mentor, no id. and no id told him, ""look man, you wanna mess with kanye you need to tell him that you like the way he rap"". .': -0.800000011920929, 'no id: ""yo, you wanna sign him, tell him you like how he rap"". . . .': -0.6000000238418579, ""i was all, i dunno if he was gassin' me or not but he's like he wanna manage me as a rapper and a producer. . . ."": -0.10000000149011612, ""i'm like oh shit."": 0.20000000298023224, 'i was messin with, uh, d-dot also.': -0.20000000298023224, ""people were like this, started talking about the ghost production but that's how i got in the game."": -0.30000001192092896, ""if it wasn't for that, i wouldn't be here."": 0.10000000149011612, 'so you know, after they picked that ""truth"" beat i was figuring i was gonna do some more work but shit just wasn\'t poppin off like that.': -0.800000011920929, ""i was stayin in chicago, i had my own apartment, i be doin like, just beats for local acts just to try to keep the lights on, and then to go out and buy, get a pelle pelle off lay-away, get some jordans or something or get a technomarine, that's what we wore back then."": -0.20000000298023224, 'i made this one beat where i sped up this harold melvin sample i played it for hip over the phone, he\'s like, ""oh, yo that shit is crazy jay might want it for this compilation album he doin, called the dynasty. and at that time, like the drums really weren\'t soundin right to me so i went and um, i was listening to dre chronic 2001 at that time.and really i just, like bit the drums off ""xxplosive"" and put it like with it sped up, sampled, and now it\'s kind of like my whole style, when it started, when he rapped on ""this can\'t be life."". .': 0.10000000149011612, 'and that was like, really the first beat of that kind that was on the dynasty album.': 0.4000000059604645, 'i could say that was the the resurgence of the soul sound you know, i got to come in and track the beat and at the time i was still with my other management.': 0.20000000298023224, ""i really wanted to roll with hip hop cause i, i just needed some fresh air, you know what i'm sayin cause i been there for a while."": -0.10000000149011612, ""i appreciated what they did for me but, you know there's a time in every man's life where he gotta make a change."": 0.699999988079071, 'try to move up to the next level.': 0.0, 'and that day i came and i tracked the beat and i got to meet jay-z and he said, ""oh you a real soulful dude."". . . . and he, uh, played the song cause he already spit his verse by the time i got to the studio.': 0.20000000298023224, 'you know how he do it, one take.': 0.10000000149011612, 'and he said. . . . ""tell me what you think of this.""': -0.20000000298023224, 'and i heard it, and i was thinking like, man, i really wanted more like of the simple type jay-z.': -0.10000000149011612, ""i ain't want like the, the more introspective, complicated rhy- or the... in my personal opinion."": -0.699999988079071, 'so he asked me, ""what you think of it?"". . . .': -0.20000000298023224, 'and i was like, ""man that shit tight,"" you know what i\'m sayin\', man what i\'ma tell him?': -0.800000011920929, 'i was on the train, man, you know.': 0.0, 'so after that i went back home.': -0.30000001192092896, ""and man i'm, i'm just in chicago, i'm trying to do my thing."": -0.20000000298023224, 'you know, i got groups.': 0.0, ""i got acts i'm trying to get on, and like there wasn't nothin really like poppin' off the way it should have been."": -0.5, 'one of my homies that was one of my artists, he got signed.': 0.5, 'but it was supposed to really go through my production company, but he ended up going straight with the company.': -0.699999988079071, ""so, like i'm just straight holdin' the phone, gettin' the bad news that dude was tryin' to leave my company."": -0.8999999761581421, 'and i got evicted at the same time.': -0.6000000238418579, ""so i went down and tracked the beats from him, i took that money, came back, packed all my shit up in a u-haul, maybe about ten days before i had to actually get out so i ain't have to deal with the landlord cause he's a jerk."": -0.800000011920929, 'me and my mother drove to.... . . . ...newark, new jersey.': 0.10000000149011612, ""i hadn't even seen my apartment."": -0.20000000298023224, 'i remember i pulled up.... . . . ...i unpacked all my shit.': -0.699999988079071, 'you know, we went to ikea, i bought a bed, i put the bed together myself.': -0.10000000149011612, 'i loaded up all my equipment, and the first beat i made was, uh, ""heart of the city.""': 0.6000000238418579, ""and beans was still working on his album at that time, so i came up there to baseline, it was beans' birthday, matter of fact, and i played like seven beats."": 0.10000000149011612, 'and, you know i guess he was in the zone, he already had the beats that he wanted, i had did ""nothing like it"" already at that time but then jay walked in.': -0.20000000298023224, 'i remember he had a gucci bucket hat on.': 0.0, 'i remember it like, like it was yesterday.': -0.20000000298023224, 'and hiphop said, ""yo play that one beat for him.""': 0.5, 'and i played ""heart of the city.""': 0.30000001192092896, 'and really i made ""heart of the city,"" i really wanted to give that beat. to dmx. . . . and i played another beat, and i played another beat. and i remember that gucci bucket, he took it and like put it over his face and made one of them faces like \'ooooooooooh.\'': 0.30000001192092896, ""two days later i'm in baseline and i seen dame."": 0.0, 'dame didn\'t know who i was and i was like, ""yo what\'s up i\'m kanye."". . . .': -0.6000000238418579, '""you that kid that gave all them beats to jay?': -0.20000000298023224, 'yo, this nigga got classics"". . . .': 0.6000000238418579, ""you know i ain't talkin shit."": -0.8999999761581421, 'i\'m like ""oh shit."" and all this time i\'m starstruck, man.': -0.20000000298023224, ""i'm still thinking 'bout, you know i'm picturing these niggas on the show, the streets is watching, i'm lookin, these were superstars in my eyes."": 0.0, 'and they still are, you know.': -0.10000000149011612, 'so, jay came in and he spit all these songs like in one day, and in two days...': -0.699999988079071, ""i gotta bring up one thing, you know, come back to the story, the day i did the 'can't be life' beat on track, i remember lenny s, he had some louis vuitton sneakers on, he think he fly. and hip hop was there, i think ty-ty, john meneilly, a bunch of people."": 0.0, 'i didn\'t know all these people at the time they was in the room, and i said, ""yo jay i could rap."" and i spit this rap that said, uh ""i\'m killin y\'all niggas on that lyrical shit.': -0.800000011920929, 'mayonnaise colored benz, i push miracle whips."" and i saw his eyes light up when i said that line.': 0.0, 'but you know the rest, the rap was like real wack and shit, so that\'s all the response. he said ""man that was tight."". . . .': -0.8999999761581421, 'that was it.': -0.5, ""you know, i ain't get no deal then, hehe."": 0.0, 'okay, fast forward.': 0.10000000149011612, 'so, blueprint, ""h to the izzo,"" my first hit single.': 0.0, 'and i just took that proudly, built relationships with people.': 0.5, 'my relationship with kweli i think was one of the best ones to ever happen to my career as a rapper. because, you know, of course later he allowed me to go on tour with him.': 0.8999999761581421, 'man, i appre-- i love him for that.': 0.8999999761581421, ""and at this time, you know i didn't have a deal, i had songs, and i had relationships with all these a&r's, and they wanted beats from me, so they'd call me up, i'd play them some beats."": 0.0, '""gimme a beat that sound like jay-z.""': 0.10000000149011612, 'you know, they dick riders.': -0.8999999761581421, 'whatever.': 0.0, ""so i'll play them these post-blueprint beats or whatever and then i'll play my shit."": -0.6000000238418579, 'i\'ll be like, ""yo but i rap too.""': 0.30000001192092896, ""hey, i guess they was lookin' at me crazy cause you know, cause i ain't have a jersey on or whatever."": -0.5, ""everybody out there listen here: i played them 'jesus walks' and they didn't sign me."": -0.699999988079071, 'you know what happened, it was some a&r\'s that fucked with me though, but then like the heads, it\'d be somebody at the company that\'ll say ""naw.""': -0.30000001192092896, 'like, dave lighty fucked with me, my nigga mel brought me to a bunch of labels.': 0.5, 'jessica rivera, man.... . . .': 0.10000000149011612, ""i'm not gonna say nothin to mess my promotion up. . . . let's just say i didn't get my deal."": -0.800000011920929, ""the nigga that was behind me, i mean, he wasn't even a nigga, you know?"": -0.800000011920929, 'the person who actually kicked everything off was joe 3h from capitol records. he wanted to sign me really bad. . . .': -0.800000011920929, 'dame was like, ""yo you got a deal with capitol?': -0.20000000298023224, 'okay man, just make sure it\'s not wack."". . . .': -0.10000000149011612, 'then one day i just went ahead and played it, i wanted to play some songs, cause you know cam was in the room, young guru, and dame was in the room.': 0.0, ""so i played... actually it's a song that you'll never hear, but maybe i might use it."": 0.20000000298023224, ""so, it's called 'wow.'. ."": 0.4000000059604645, 'i go to jacob with 25 thou, you go with 25 hundred, wow.': 0.4000000059604645, 'i got eleven plaques on my walls right now.': -0.6000000238418579, 'you got your first gold single, damn, nigga, wow."".': 0.5, 'like the chorus went.': 0.30000001192092896, ""don't bite that chorus, i might still use it."": -0.10000000149011612, 'so i play that song for him and he\'s like ""oh shit"". . . .': -0.10000000149011612, '""i ain\'t gonna front, it\'s kinda hot."". . . .': -0.30000001192092896, ""like they still weren't looking at me like a rapper."": -0.5, ""and i'm sure dame figured, 'like man."": 0.0, 'if he do a whole album, if his raps is wack at least we can throw cam on every song and save the album, you know.': -0.4000000059604645, 'so uh dame took me into the office, and he\'s like ""yo man, b, b, you don\'t want a brick, you don\'t want a brick"". . . .': -0.4000000059604645, '""you gotta be under an umbrella, you\'ll get rained on.""': -0.4000000059604645, 'i told hiphop and hiphop was all, ""oh, word?""': -0.10000000149011612, ""actually, even with that i was still about to take the deal with capitol cause it was already on the table and cause of my relationship with 3h. that, you know, cause i told him i was gonna do it, and i'm a man of my word, i was gonna roll with what i said i was gonna do."": -0.4000000059604645, 'then, you know, i\'m not gonna name no names, but people told me, ""oh he\'s just a producer rapper,"" and told 3h that told the heads of the capitol, and right-- the day i\'m talking about, i planned out everything i was gonna do.': -0.699999988079071, 'man, i had picked out clothes, i already started booking studio sessions, i started arranging my album, thinking of marketing schemes, man i was ready to go.': 0.6000000238418579, 'and they had mel call me, they said, ""yo... capitol pulled on the deal"". . . . and, you know i told them that roc-a-fella was interested and i don\'t know if they thought that was just something i was saying to gas them up to try to push the price up or whatever.': -0.5, 'i went up... i called g, i said, ""man, you think we could still get that deal with roc-a-fella?"". .': -0.30000001192092896, ""so won't you raise your glass, won't you.... so won't you raise your glass, won't you.... so won't you raise your glass, won't you.... so won't you raise your glass, won't you..."": -0.5}]"
